2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
6,5.163977795,2.581988897,0.866025404,6,0.5,8.973,2.763953196,8,0.75
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
17,12.59389309,3.532102562,0.959865266,17,0.283333333,23.992,4.652426492,31,0.548387097
30,22.91521115,2.998478923,0.991402042,30,0.375,41.731,6.180387232,53,0.566037736
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
7,8.082903769,1.154700538,0.989743319,7,1,11.76,2.985410661,7,1
4,3.651483717,1.825741858,0.866025404,4,0.666666667,5.053,2.256758334,4,1
17,12.8275596,4.402260446,0.93926685,17,0.242857143,24.612,4.652426492,34,0.5
29,17.10127687,6.29979614,0.929674663,29,0.2265625,39.813,6.07650778,68,0.426470588
96,48.61720888,20.63667147,0.905440798,96,0.104347826,126.716,11.05581278,487,0.197125257
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
4,4.618802154,1.154700538,0.968245837,4,1,5.88,2.256758334,4,1
143,89.05163608,7.35971323,0.996579013,154,0.138030888,168.91,13.4934523,486,0.294238683
9,9.327728199,1.723019236,0.982791163,9,0.5625,14.208,3.385137501,12,0.75
5,4.163331999,1.803699901,0.901281139,5,0.555555556,5.814,2.523132522,5,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
5,5.773502692,1.154700538,0.979795897,5,1,7.84,2.523132522,5,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
4,4.618802154,1.154700538,0.968245837,4,1,5.88,2.256758334,4,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
10,9.022138684,1.8296667,0.979220708,10,0.416666667,14.696,3.568248232,14,0.714285714
12,6.772737404,4.934799923,0.684910628,12,0.48,17.69,3.908820095,21,0.571428571
3,3.464101615,1.154700538,0.942809042,3,1,3.92,1.954410048,3,1
7,5.262061452,1.926673253,0.930558128,7,0.7,8.328,2.985410661,7,1
49,25.93530148,7.598481741,0.956119077,49,0.214912281,53.847,7.89865417,121,0.404958678
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
5,4.163331999,1.803699901,0.901281139,5,0.555555556,5.814,2.523132522,5,1
4,4.618802154,1.154700538,0.968245837,4,1,5.88,2.256758334,4,1
3,3.464101615,1.154700538,0.942809042,3,1,3.92,1.954410048,3,1
4,3.651483717,1.825741858,0.866025404,4,0.666666667,5.053,2.256758334,4,1
4,4.618802154,1.154700538,0.968245837,4,1,5.88,2.256758334,4,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
3,3.464101615,1.154700538,0.942809042,3,1,3.92,1.954410048,3,1
5,3.306559138,2.12916259,0.765092056,5,0.833333333,4.962,2.523132522,5,1
16,5.584181263,4.044574921,0.689493908,16,0.8,11.975,4.513516668,17,0.941176471
14,10.93909128,2.615278824,0.971000754,14,0.388888889,18.732,4.222008246,22,0.636363636
6,5.071806318,2.013593417,0.917811248,6,0.5,7.774,2.763953196,7,0.857142857
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
4,4.618802154,1.154700538,0.968245837,4,1,5.88,2.256758334,4,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
5,4.163331999,1.803699901,0.901281139,5,0.555555556,5.814,2.523132522,5,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
6,6.92820323,1.154700538,0.986013297,6,1,9.8,2.763953196,6,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
8,8.571749708,1.640662551,0.981511444,8,0.571428571,12.893,3.191538243,11,0.727272727
277,148.7051181,4.347822795,0.999572482,277,0.065069298,282.649,18.77997215,725,0.382068966
4,4.618802154,1.154700538,0.968245837,4,1,5.88,2.256758334,4,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
5,3.529849687,2.359412608,0.743786467,5,0.555555556,5.814,2.523132522,6,0.833333333
5,5.773502692,1.154700538,0.979795897,5,1,7.84,2.523132522,5,1
7,5.773502692,1.814529417,0.949328441,7,0.4375,8.626,2.985410661,7,1
5,4.492622032,1.72134074,0.923686818,5,0.625,6.368,2.523132522,6,0.833333333
51,39.64118258,4.541569695,0.993415528,51,0.214285714,73.282,8.058239062,134,0.380597015
421,179.9862094,5.818878131,0.999477263,421,0.062611541,373.913,23.15240481,1141,0.368974584
64,23.90706483,8.726182532,0.931005815,64,0.323232323,65.235,9.027033337,133,0.481203008
9,6.646576931,2.077701197,0.949885785,9,0.45,10.404,3.385137501,10,0.9
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
18,15.49341036,2.342028922,0.988508865,18,0.428571429,27.126,4.787307365,27,0.666666667
5,5.773502692,1.154700538,0.979795897,5,1,7.84,2.523132522,5,1
364,191.68617,4.739875939,0.999694234,364,0.049625085,356.841,21.52810243,944,0.38559322
53,27.11171661,3.358107011,0.992299474,53,0.33974359,52.474,8.214724333,81,0.654320988
4,3.651483717,1.825741858,0.866025404,4,0.666666667,5.053,2.256758334,5,0.8
19,15.60903495,2.277138439,0.989301419,19,0.452380952,28.441,4.918490759,31,0.612903226
4,3.651483717,1.825741858,0.866025404,4,0.666666667,5.053,2.256758334,4,1
10,10.02347396,1.86457409,0.982545817,10,0.416666667,15.341,3.568248232,15,0.666666667
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
3,3.464101615,1.154700538,0.942809042,3,1,3.92,1.954410048,3,1
425,195.0407351,6.126792158,0.999506494,425,0.044666316,405.405,23.26213246,1464,0.290300546
5,4.881889979,1.7758989,0.931487699,5,0.625,7.013,2.523132522,6,0.833333333
4,4.618802154,1.154700538,0.968245837,4,1,5.88,2.256758334,4,1
7,8.082903769,1.154700538,0.989743319,7,1,11.76,2.985410661,7,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
8,7.690121425,1.740315815,0.974056403,8,0.571428571,12.43,3.191538243,9,0.888888889
6,6.92820323,1.154700538,0.986013297,6,1,9.8,2.763953196,6,1
70,17.65888326,7.198603785,0.913139268,83,0.625,37.621,9.440697439,93,0.752688172
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
31,25.53282044,2.475019577,0.995290731,31,0.449275362,47.33,6.282549314,57,0.543859649
5,3.306559138,2.12916259,0.765092056,5,0.833333333,4.962,2.523132522,5,1
26,9.434915143,7.004093584,0.670002394,27,0.361111111,28.069,5.753627392,42,0.619047619
35,19.55787,7.330538594,0.927100544,35,0.198863636,43.162,6.675581178,96,0.364583333
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
6,5.291502622,1.885618083,0.934353184,6,0.6,8.51,2.763953196,8,0.75
