202,74.50990246,14.72683724,0.980272776,203,0.152683296,187.948,16.03728119,675,0.299259259
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
6,4.513541148,2.018016538,0.894482619,6,0.75,6.922,2.763953196,6,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
3,3.464101615,1.154700538,0.942809042,3,1,3.92,1.954410048,3,1
4,3.435908801,1.691507428,0.870424023,4,0.666666667,4.408,2.256758334,4,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
80,29.07668985,11.33325963,0.92091168,80,0.204603581,91.303,10.09253009,208,0.384615385
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
5,4.492622032,1.72134074,0.923686818,5,0.625,6.368,2.523132522,5,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
3,3.464101615,1.154700538,0.942809042,3,1,3.92,1.954410048,3,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
10,7.891365825,1.937269232,0.969398551,10,0.476190476,12.736,3.568248232,13,0.769230769
11,8.367555952,2.141158179,0.966706403,11,0.523809524,13.29,3.742410319,14,0.785714286
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
27,8.195115055,5.079400429,0.784753246,27,0.6,20.51,5.863230143,30,0.9
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
3,2.581988897,1.763834207,0.730296743,3,0.75,3.093,1.954410048,3,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
12,6.155251066,4.123320652,0.742463364,12,0.4,14.696,3.908820095,17,0.705882353
5,4.163331999,1.803699901,0.901281139,5,0.555555556,5.814,2.523132522,5,1
5,3.401960219,2.780887149,0.576018433,5,0.555555556,6.368,2.523132522,7,0.714285714
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
4,3.435908801,1.691507428,0.870424023,4,0.666666667,4.408,2.256758334,4,1
7,5.909170398,1.914873162,0.946039579,7,0.466666667,9.18,2.985410661,8,0.875
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
5,4.163331999,1.803699901,0.901281139,5,0.555555556,5.814,2.523132522,5,1
5,4.881889979,1.7758989,0.931487699,5,0.625,7.013,2.523132522,6,0.833333333
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
710,138.1235909,24.68401972,0.983901854,725,0.27908805,399.725,30.06659403,2175,0.326436782
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
3,2.581988897,1.763834207,0.730296743,3,0.75,3.093,1.954410048,3,1
4,4.618802154,1.154700538,0.968245837,4,1,5.88,2.256758334,4,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
5,4.492622032,1.72134074,0.923686818,5,0.625,6.368,2.523132522,5,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
8,5.555474545,2.409018316,0.901091201,8,0.533333333,9.643,3.191538243,9,0.888888889
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
5,4.492622032,1.72134074,0.923686818,5,0.625,6.368,2.523132522,6,0.833333333
4,3.435908801,1.691507428,0.870424023,4,0.666666667,4.408,2.256758334,4,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
17,12.91649697,2.945346038,0.973654157,17,0.242857143,23.595,4.652426492,29,0.586206897
19,16.85973379,2.255305623,0.991012573,19,0.271428571,28.532,4.918490759,32,0.59375
15,12.47856781,3.129929165,0.968032605,15,0.238095238,21.362,4.370193722,26,0.576923077
2561,65.2426197,55.14449611,0.534415388,2723,0.672531513,376.254,57.1031214,3210,0.797819315
3,2.581988897,1.763834207,0.730296743,3,0.75,3.093,1.954410048,3,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
3,3.464101615,1.154700538,0.942809042,3,1,3.92,1.954410048,3,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
2,2.309401077,1.154700538,0.866025404,2,1,1.96,1.595769122,2,1
1,1.154700538,1.154700538,0,1,1,0,1.128379167,1,1
